2017-11-05 00:08:59 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:08:59 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:11:33 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:11:33 	 [ERROR] 	 <model_user.go:75>  	 sql: Scan error on column index 3: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:11:33 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:11:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:11:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:14:48 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:14:49 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:21:41 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:21:41 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:21:42 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:21:42 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:21:43 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:22:17 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:22:17 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:22:23 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:22:24 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:25:20 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:25:20 	 [ERROR] 	 <model_user.go:70>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:25:20 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:25:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:25:56 	 [ERROR] 	 <model_user.go:70>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:25:57 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:26:16 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:26:16 	 [ERROR] 	 <model_user.go:71>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:26:16 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:26:30 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:26:30 	 [ERROR] 	 <model_user.go:71>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:26:31 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:26:46 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:26:46 	 [ERROR] 	 <model_user.go:71>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:26:46 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:28:24 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:28:24 	 [ERROR] 	 <model_user.go:71>  	 sql: expected 9 destination arguments in Scan, not 8
2017-11-05 00:28:25 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:29:20 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:29:20 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 3: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:29:20 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:29:22 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:29:22 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 3: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:29:22 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:34:59 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:34:59 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:34:59 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:01 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:35:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:56 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:56 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:56 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:56 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:56 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:57 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:57 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:57 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:57 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:57 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:58 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:58 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:58 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:58 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:35:58 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:35:58 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:35:58 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:36:40 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:36:40 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:36:41 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:36:41 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:36:41 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:36:41 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:37:00 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:00 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:37:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:37:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:37:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:14 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:37:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:37:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:37:14 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 4: converting driver.Value type <nil> ("<nil>") to a int64: invalid syntax
2017-11-05 00:37:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:38:53 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:38:53 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 7: unsupported Scan, storing driver.Value type <nil> into type *string
2017-11-05 00:38:53 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:38:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:38:54 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 7: unsupported Scan, storing driver.Value type <nil> into type *string
2017-11-05 00:38:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:38:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:38:54 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 7: unsupported Scan, storing driver.Value type <nil> into type *string
2017-11-05 00:38:54 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:38:54 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 7: unsupported Scan, storing driver.Value type <nil> into type *string
2017-11-05 00:38:55 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:39:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:39:14 	 [ERROR] 	 <model_user.go:71>  	 sql: Scan error on column index 7: unsupported Scan, storing driver.Value type <nil> into type *string
2017-11-05 00:39:14 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:52:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:01 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:01 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:01 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:02 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
2017-11-05 00:52:02 	 [ERROR] 	 <model_user.go:71>  	 sql: no rows in result set
2017-11-05 00:52:03 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/favicon.ico
2017-11-05 00:52:03 	 [ INFO] 	 <middleware.go:19>  	 Form:map[],Path:localhost:8081/
